Rk,Name,Prfct,Gcar,Gtm,Year,Date,Tm,,Opp,Rslt,Inngs,Dec,DR,IP,H,R,ER,BB,SO,HR,HBP,ERA,BF,Pit,Str,StL,StS,GB,FB,LD,PU,Unk,GSc,SB,CS,PO,AB,2B,3B,IBB,GDP,SF,ROE,aLI,WPA,acLI,cWPA,RE24
177,Don Black,,122,65,1947,Jul 10(1),CLE,,PHA,"W,3-0",SHO,W,5,9,0,0,0,6,5,0,0,3.51,32,,,,,11,10,1,0,0,86,0,0,0,26,0,0,0,1,0,0,0.85,0.371,0.92,0.24%,4.06
178,Ewell Blackwell,,49,57,1947,Jun 18,CIN,,BSN,"W,6-0",SHO,W,3,9,0,0,0,4,3,0,0,2.28,30,,,,,9,14,2,2,0,86,0,0,0,25,0,0,0,0,0,0,0.76,0.376,1.2,0.36%,4.65
179,Bob Feller,,218,10,1946,Apr 30,CLE,@,NYY,"W,1-0",SHO,W,3,9,0,0,0,5,11,0,0,1.46,32,,,,,11,5,0,0,0,93,1,1,0,25,0,0,0,0,0,1,1.61,0.715,3.77,1.01%,4.14
180,Ed Head,,106,7,1946,Apr 23,BRO,,BSN,"W,5-0",SHO,W,99,9,0,0,0,3,1,0,0,0,29,,,,,19,6,2,0,0,85,0,0,0,25,0,0,0,1,0,1,0.67,0.312,2.33,0.65%,4.03
181,Dick Fowler,,39,137,1945,Sep 9(2),PHA,,SLB,"W,1-0",SHO,W,3,9,0,0,0,4,6,0,0,4.79,29,,,,,11,8,0,1,0,89,0,0,0,24,0,0,0,2,0,0,1.31,0.632,0,0.00%,3.84
182,Clyde Shoun*,,305,22,1944,May 15,CIN,,BSN,"W,1-0",SHO,W,1,9,0,0,0,1,1,0,0,2.02,28,,,,,7,19,2,0,0,87,0,0,0,27,0,0,0,0,0,0,1.06,0.706,2.79,1.12%,4.1
183,Jim Tobin,,206,8,1944,Apr 27,BSN,,BRO,"W,2-0",SHO,W,3,9,0,0,0,2,6,0,0,0.69,29,,,,,10,11,0,0,0,91,0,0,0,27,0,0,0,0,0,0,1.03,0.651,1.5,0.57%,4.44
184,Lon Warneke,,382,126,1941,Aug 30,STL,@,CIN,"W,2-0",SHO,W,7,9,0,0,0,1,2,0,0,3.24,28,,,,,10,15,1,0,0,88,0,1,0,27,0,0,0,1,0,2,1.01,0.595,8.39,2.97%,4.27
185,Tex Carleton,,261,9,1940,Apr 30,BRO,@,CIN,"W,3-0",SHO,W,6,9,0,0,0,2,4,0,0,1.5,30,,,,,12,12,1,0,0,89,0,1,0,28,0,0,0,0,0,2,0.86,0.463,3.96,1.27%,4.44
186,Bob Feller,,119,1,1940,Apr 16,CLE,@,CHW,"W,1-0",SHO,W,99,9,0,0,0,5,8,0,0,0,33,,,,,7,13,1,0,0,90,1,0,0,28,0,0,0,0,0,1,1.44,0.888,3.93,1.46%,5.1
187,Monte Pearson,,174,122,1938,Aug 27(2),NYY,,CLE,"W,13-0",SHO,W,2,9,0,0,0,2,7,0,0,3.76,29,,,,,9,11,0,4,0,92,0,0,0,27,0,0,0,0,0,0,0.26,0.14,0.07,0.02%,5.51
188,Johnny Vander Meer*,,32,48,1938,Jun 15,CIN,@,BRO,"W,6-0",SHO,W,3,9,0,0,0,8,7,0,0,2.23,35,,,,,13,7,0,0,0,86,0,0,0,27,0,0,0,0,0,0,0.5,0.289,1.23,0.43%,4.58
189,Johnny Vander Meer*,,31,45,1938,Jun 11,CIN,,BSN,"W,3-0",SHO,W,5,9,0,0,0,3,4,0,0,2.47,28,,,,,11,10,3,0,0,88,0,0,0,25,0,0,0,0,0,0,0.83,0.476,2.17,0.75%,4.36
190,Bill Dietrich,,137,36,1937,Jun 1,CHW,,SLB,"W,8-0",SHO,W,2,9,0,0,0,2,5,0,0,6.48,29,,,,,11,11,2,1,0,90,0,0,0,27,0,0,0,1,0,1,0.42,0.295,1,0.42%,5.34
191,Vern Kennedy,,28,123,1935,Aug 31,CHW,,CLE,"W,5-0",SHO,W,3,9,0,0,0,4,5,0,0,3.89,30,,,,,8,13,1,1,0,88,1,0,0,26,0,0,0,1,0,0,0.68,0.414,0,0.00%,5.23
192,Paul Dean,,36,145,1934,Sep 21(2),STL,@,BRO,"W,3-0",SHO,W,4,9,0,0,0,1,6,0,0,3.55,28,,,,,10,11,1,1,0,92,0,0,0,27,0,0,0,0,0,0,0.84,0.579,5.43,2.23%,4.5
193,Bobby Burke*,,147,106,1931,Aug 8,WSH,,BOS,"W,5-0",SHO,W,12,9,0,0,0,5,8,0,0,3.66,31,,,,,13,5,1,0,0,90,0,1,0,26,0,0,0,0,0,0,0.78,0.535,0.31,0.13%,5.24
194,Wes Ferrell,,94,12,1931,Apr 29,CLE,,SLB,"W,9-0",SHO,W,5,9,0,0,0,3,8,0,0,2.32,32,,,,,14,7,1,4,0,92,0,0,0,29,0,0,0,0,0,3,0.58,0.358,1.94,0.72%,5.45
195,Carl Hubbell*,,25,13,1929,May 8,NYG,,PIT,"W,11-0",SHO,W,3,9,0,0,0,1,4,0,0,3.67,30,,,,,17,8,3,1,0,90,0,0,0,28,0,0,0,1,0,3,0.36,0.208,0.76,0.26%,5.44
196,Ted Lyons,,127,121,1926,Aug 21,CHW,@,BOS,"W,6-0",SHO,W,4,9,0,0,0,1,2,0,0,3.26,29,,,,,13,13,1,1,0,88,0,0,0,27,0,0,0,0,0,1,0.56,0.331,0.01,0.00%,4.61
197,Dazzy Vance,,149,134,1925,Sep 13(1),BRO,,PHI,"W,10-1",CG,W,4,9,0,1,0,1,9,0,0,3.28,29,,,,,6,13,1,4,0,93,0,0,0,27,0,0,0,0,1,1,0.41,0.153,0,0.00%,3.99
198,Jesse Haines,,173,82,1924,Jul 17,STL,,BSN,"W,5-0",SHO,W,5,9,0,0,0,3,5,0,0,3.31,30,,,,,9,13,2,2,0,89,0,0,0,27,0,0,0,0,0,0,0.51,0.327,0,0.00%,4.48
199,Howard Ehmke,,242,125,1923,Sep 7,BOS,@,PHA,"W,4-0",SHO,W,3,9,0,0,0,1,1,0,0,3.54,28,,,,,,,,,,87,,,,27,0,0,,,0,,,,,,
200,Sad Sam Jones,,284,125,1923,Sep 4,NYY,@,PHA,"W,2-0",SHO,W,3,9,0,0,0,1,0,0,0,3.86,29,,,,,15,13,0,2,0,86,0,0,0,28,0,0,0,0,0,1,1.03,0.653,0.01,0.01%,4.86
201,Jesse Barnes,,229,20,1922,May 7,NYG,,PHI,"W,6-0",SHO,W,5,9,0,0,0,1,5,0,0,1.93,27,,,,,15,6,1,2,0,91,0,0,0,26,0,0,0,1,0,0,0.36,0.23,1.69,0.64%,5.15
202,Charlie Robertson,Y,5,15,1922,Apr 30,CHW,@,DET,"W,2-0",SHO,W,3,9,0,0,0,0,6,0,0,2.42,27,,,,,7,14,2,3,0,93,0,0,0,27,0,0,0,0,0,0,0.92,0.633,2.42,1.00%,4.64
203,Walter Johnson,,563,61,1920,Jul 1,WSH,@,BOS,"W,1-0",SHO,W,3,9,0,0,0,0,10,0,0,2.96,28,,,,,4,14,0,0,0,97,0,0,0,28,0,0,0,0,0,1,1.32,0.814,1.39,0.51%,4.6
204,Ray Caldwell,,270,123,1919,Sep 10(1),CLE,@,NYY,"W,3-0",SHO,W,7,9,0,0,0,1,5,0,0,3.56,29,,,,,11,12,1,0,0,91,0,0,0,28,0,0,0,0,0,1,0.76,0.452,0.17,0.06%,4.11
205,Hod Eller,,79,15,1919,May 11,CIN,,STL,"W,6-0",SHO,W,5,9,0,0,0,3,8,0,0,2.21,28,,,,,7,10,0,2,0,92,0,2,0,25,0,0,0,0,0,0,0.46,0.266,1.66,0.58%,3.57
206,Dutch Leonard*,,206,42,1918,Jun 3,BOS,@,DET,"W,5-0",SHO,W,3,9,0,0,0,1,4,0,0,3.05,28,,,,,,,,,,90,,,,27,0,0,,,0,,,,,,
207,Bob Groom,,323,19,1917,May 6(2),SLB,,CHW,"W,3-0",SHO,W,-1,9,0,0,0,3,4,0,1,1.28,28,,,,,,,,,,88,,,,23,0,0,,,0,,,,,,
208,Ernie Koob*,,68,17,1917,May 5,SLB,,CHW,"W,1-0",SHO,W,5,9,0,0,0,5,2,0,0,2.62,32,,,,,19,6,2,0,0,84,0,0,0,27,0,0,0,2,0,2,1.23,0.643,3.57,1.12%,3.49
209,Fred Toney,,117,20,1917,May 2,CIN,@,CHC,"W,1-0",SHO(10),W,4,10,0,0,0,2,3,0,0,1.87,32,,,,,10,17,2,9,0,93,0,0,0,30,0,0,0,0,0,0,1.21,0.799,2.72,1.08%,4.2
210,George Mogridge*,,59,9,1917,Apr 24,NYY,@,BOS,"W,2-1",CG,W,9,9,0,1,0,3,3,0,0,1,32,,,,,,,,,,85,,,,26,0,0,,,0,,,,,,
211,Eddie Cicotte,,339,3,1917,Apr 14,CHW,@,SLB,"W,11-0",SHO,W,99,9,0,0,0,3,5,0,1,0,31,,,,,,,,,,89,,,,27,0,0,,,0,,,,,,
212,Dutch Leonard*,,149,123,1916,Aug 30,BOS,,SLB,"W,4-0",SHO,W,0,9,0,0,0,2,3,0,0,2.35,29,,,,,,,,,,88,,,,27,0,0,,,0,,,,,,
213,Bullet Joe Bush,,138,118,1916,Aug 26,PHA,,CLE,"W,5-0",SHO,W,0,9,0,0,0,1,7,0,0,2.41,28,,,,,7,13,2,0,0,93,0,0,0,26,0,0,0,0,0,0,0.55,0.282,0,0.00%,3.45
214,Rube Foster,,102,55,1916,Jun 21,BOS,,NYY,"W,2-0",SHO,W,4,9,0,0,0,3,3,0,0,4.04,29,,,,,5,18,0,3,0,87,0,1,0,25,0,0,0,0,0,0,1.01,0.525,1.94,0.61%,3.71
215,Tom Hughes,,120,46,1916,Jun 16,BSN,,PIT,"W,2-0",SHO,W,2,9,0,0,0,2,7,0,0,2.65,30,,,,,,,,,,92,,,,28,0,0,,,0,,,,,,
216,Dave Davenport,,86,133,1915,Sep 7(1),SLM,,CHI,"W,3-0",SHO,W,1,9,0,0,0,2,3,0,0,2.28,28,,,,,,,,,,88,,,,26,0,0,,,0,,,,,,
217,Jimmy Lavender,,149,121,1915,Aug 31(1),CHC,@,NYG,"W,2-0",SHO,W,4,9,0,0,0,1,8,0,0,2.28,29,,,,,,,,,,94,,,,28,0,0,,,0,,,,,,
218,Alex Main,,62,108,1915,Aug 16,KCP,@,BUF,"W,5-0",SHO,W,3,9,0,0,0,1,7,0,0,2.26,29,,,,,,,,,,93,,,,28,0,0,,,0,,,,,,
219,Claude Hendrix,,159,28,1915,May 15,CHI,@,PBS,"W,10-0",SHO,W,5,9,0,0,0,3,3,0,0,1.6,30,,,,,,,,,,87,,,,26,0,0,,,0,,,,,,
220,Frank Allen*,,96,12,1915,Apr 24,PBS,@,SLM,"W,2-0",SHO,W,2,9,0,0,0,4,4,0,0,1.16,31,,,,,,,,,,87,,,,27,0,0,,,0,,,,,,
221,Rube Marquard*,,213,2,1915,Apr 15,NYG,,BRO,"W,2-0",SHO,W,99,9,0,0,0,2,2,0,0,0,30,,,,,,,,,,87,,,,28,0,0,,,0,,,,,,
222,Ed Lafitte,,70,136,1914,Sep 19(1),BTT,,KCP,"W,6-2",CG,W,2,9,0,2,0,7,1,0,1,2.66,35,,,,,,,,,,77,,,,27,0,0,,,,,,,,,
223,Iron Davis,,16,126,1914,Sep 9(2),BSN,,PHI,"W,7-0",SHO,W,5,9,0,0,0,5,4,0,0,3.04,32,,,,,,,,,,86,,,,27,0,0,,,0,,,,,,
224,Joe Benz,,99,40,1914,May 31,CHW,,CLE,"W,6-1",CG,W,4,9,0,1,0,2,3,0,0,1.01,29,,,,,,,,,,86,,,,27,0,0,,,0,,,,,,
225,Jeff Tesreau,,27,127,1912,Sep 6(1),NYG,@,PHI,"W,3-0",SHO,W,1,9,0,0,0,2,2,0,0,2.43,30,,,,,,,,,,87,,,,28,0,0,,,,,,,,,
226,Earl Hamilton*,,65,125,1912,Aug 30,SLB,@,DET,"W,5-1",CG,W,3,9,0,1,,2,0,0,0,0.47,31,,,,,,,,,,,,,,29,0,0,,,,,,,,,
227,George Mullin,,414,73,1912,Jul 4(2),DET,,SLB,"W,7-0",SHO,W,2,9,0,0,0,5,5,0,0,0.21,31,,,,,,,,,,87,,,,25,0,0,,,,,,,,,
228,Ed Walsh,,324,121,1911,Aug 27,CHW,,BOS,"W,5-0",SHO,W,2,9,0,0,0,1,8,0,0,0.52,28,,,,,,,,,,94,,,,27,0,0,,,,,,,,,
229,Smoky Joe Wood,,96,93,1911,Jul 29(1),BOS,,SLB,"W,5-0",SHO,W,5,9,0,0,0,2,12,0,1,0.14,29,,,,,,,,,,97,,,,25,0,0,,,,,,,,,
230,Charles Bender,,226,18,1910,May 12,PHA,,CLE,"W,4-0",SHO,W,4,9,0,0,0,1,4,0,0,0,27,,,,,,,,,,90,,,,26,0,0,,,,,,,,,
231,Addie Joss,,275,5,1910,Apr 20,CLE,@,CHW,"W,1-0",SHO,W,5,9,0,0,0,2,2,0,0,0,29,,,,,,,,,,87,,,,26,0,0,,,,,,,,,
232,Addie Joss,Y,239,152,1908,Oct 2,CLE,,CHW,"W,1-0",SHO,W,5,9,0,0,0,0,3,0,0,0,27,,,,,,,,,,90,,,,27,0,0,,,,,,,,,
233,Frank Smith,,162,143,1908,Sep 20,CHW,,PHA,"W,1-0",SHO,W,6,9,0,0,0,1,2,0,0,0,29,,,,,,,,,,88,,,,28,0,0,,,,,,,,,
234,Bob Rhoads,,194,141,1908,Sep 18,CLE,,BOS,"W,2-1",CG,W,4,9,0,1,,2,2,0,1,0,33,,,,,,,,,,,,,,26,0,0,,,,,,,,,
235,Nap Rucker*,,71,122,1908,Sep 5(2),BRO,,BSN,"W,6-0",SHO,W,2,9,0,0,0,0,14,0,0,0,29,,,,,,,,,,101,,,,29,0,0,,,,,,,,,
236,Hooks Wiltse*,,146,68,1908,Jul 4(1),NYG,,PHI,"W,1-0",SHO,W,6,10,0,0,0,0,5,0,1,0,31,,,,,,,,,,97,,,,30,0,0,,,,,,,,,
237,Cy Young,,813,66,1908,Jun 30,BOS,@,NYY,"W,8-0",SHO,W,4,9,0,0,0,1,2,0,0,0,27,,,,,,,,,,88,,,,26,0,0,,,,,,,,,
238,Nick Maddox,,3,139,1907,Sep 20,PIT,,BRO,"W,2-1",CG,W,3,9,0,1,,3,5,0,1,0,32,,,,,,,,,,,,,,27,0,0,,,,,,,,,
239,Big Jeff Pfeffer,,55,19,1907,May 8,BSN,,CIN,"W,6-0",SHO,W,8,9,0,0,0,1,3,0,1,0,30,,,,,,,,,,89,,,,27,0,0,,,,,,,,,
240,Mal Eason,,108,82,1906,Jul 20,BRO,@,STL,"W,2-0",SHO,W,4,9,0,0,0,3,5,0,0,0,30,,,,,,,,,,89,,,,27,0,0,,,,,,,,,
241,Johnny Lush*,,15,17,1906,May 1,PHI,@,BRO,"W,6-0",SHO,W,3,9,0,0,0,3,11,0,0,0,31,,,,,,,,,,95,,,,27,0,0,,,,,,,,,
242,Bill Dinneen,,288,141,1905,Sep 27(1),BOS,,CHW,"W,2-0",SHO,W,26,9,0,0,0,2,6,0,1,0,30,,,,,,,,,,91,,,,26,0,0,,,,,,,,,
243,Frank Smith,,57,124,1905,Sep 6(2),CHW,@,DET,"W,15-0",SHO,W,3,9,0,0,0,3,8,0,0,0,30,,,,,,,,,,92,,,,27,0,0,,,,,,,,,
244,Weldon Henley,,77,77,1905,Jul 22(1),PHA,@,SLB,"W,6-0",SHO,W,8,9,0,0,0,3,2,0,0,0,28,,,,,,,,,,86,,,,25,0,0,,,,,,,,,
245,Christy Mathewson,,186,51,1905,Jun 13,NYG,@,CHC,"W,1-0",SHO,W,3,9,0,0,0,0,2,0,0,0,28,,,,,,,,,,89,,,,28,0,0,,,,,,,,,
246,Jesse Tannehill*,,254,101,1904,Aug 17,BOS,@,CHW,"W,6-0",SHO,W,2,9,0,0,0,1,4,0,1,2.21,29,,,,,,,,,,90,,,,26,0,0,,,,,,,,,
247,Cy Young,Y,638,16,1904,May 5,BOS,,PHA,"W,3-0",SHO,W,4,9,0,0,0,0,8,0,0,1.54,27,,,,,,,,,,95,,,,27,0,0,,,,,,,,,
248,Chick Fraser,,271,128,1903,Sep 18(2),PHI,@,CHC,"W,10-0",SHO,W,5,9,0,0,0,5,4,0,0,---,34,,,,,,,,,,86,,,,29,0,0,,,,,,,,,
249,Jimmy Callahan,,190,129,1902,Sep 20(1),CHW,,DET,"W,3-0",SHO,W,4,9,0,0,0,2,2,0,0,---,30,,,,,,,,,,87,,,,28,0,0,,,,,,,,,
250,Christy Mathewson,,29,64,1901,Jul 15,NYG,@,STL,"W,5-0",SHO,W,2,9,0,0,0,4,4,0,0,---,31,,,,,,,,,,87,,,,27,0,0,,,,,,,,,
251,Pete Dowling*,,93,54,1901,Jun 30,CLE,@,MLA,"W,7-0",SHO,W,1,9,0,0,0,4,0,0,1,---,31,,,,,,,,,,83,,,,26,0,0,,,,,,,,,
252,Noodles Hahn*,,,,1900,Jul 12,CIN,,PHI,"W,4-0",,,,,,,,,,,,---,,,,,,,,,,,,,,,,,,,,,,,,,,
253,Vic Willis,,,,1899,Aug 7,BSN,,WHS,"W,7-1",,,,,,,,,,,,---,,,,,,,,,,,,,,,,,,,,,,,,,,
254,Deacon Phillippe,,,,1899,May 25,LOU,,NYG,"W,7-0",,,,,,,,,,,,---,,,,,,,,,,,,,,,,,,,,,,,,,,
255,Walter Thornton*,,,,1898,Aug 21,CHC,,BRO,"W,2-0",,,,,,,,,,,,---,,,,,,,,,,,,,,,,,,,,,,,,,,
256,Red Donahue,,,,1898,Jul 8,PHI,,BSN,"W,5-0",,,,,,,,,,,,---,,,,,,,,,,,,,,,,,,,,,,,,,,
257,Jay Hughes,,,,1898,Apr 22,BLN,,BSN,"W,8-0",,,,,,,,,,,,---,,,,,,,,,,,,,,,,,,,,,,,,,,
258,Theodore Breitenstein*,,,,1898,Apr 22,CIN,,PIT,"W,11-0",,,,,,,,,,,,---,,,,,,,,,,,,,,,,,,,,,,,,,,
259,Cy Young,,,,1897,Sep 18,CLV,,CIN,"W,6-0",,,,,,,,,,,,---,,,,,,,,,,,,,,,,,,,,,,,,,,
260,Bill Hawke,,,,1893,Aug 16,BLN,@,WHS,"W,5-0",,,,,,,,,,,,---,,,,,,,,,,,,,,,,,,,,,,,,,,
261,Bumpus Jones,,,,1892,Oct 15,CIN,,PIT,"W,7-1",,,,,,,,,,,,---,,,,,,,,,,,,,,,,,,,,,,,,,,
262,Ben Sanders,,,,1892,Aug 22,LOU,,BLN,"W,6-2",,,,,,,,,,,,---,,,,,,,,,,,,,,,,,,,,,,,,,,
263,Jack Stivetts,,,,1892,Aug 6,BSN,@,BRO,"W,11-0",,,,,,,,,,,,---,,,,,,,,,,,,,,,,,,,,,,,,,,
264,Theodore Breitenstein*,,,,1891,Oct 4,STL,,LOU,"W,8-0",,,,,,,,,,,,---,,,,,,,,,,,,,,,,,,,,,,,,,,
265,Amos Rusie,,,,1891,Jul 31,NYG,,BRO,"W,6-0",,,,,,,,,,,,---,,,,,,,,,,,,,,,,,,,,,,,,,,
266,Tom Lovett,,,,1891,Jun 22,BRO,,NYG,"W,4-0",,,,,,,,,,,,---,,,,,,,,,,,,,,,,,,,,,,,,,,
267,Ledell Titcomb*,,,,1890,Sep 15,ROC,,SYR,"W,7-0",,,,,,,,,,,,---,,,,,,,,,,,,,,,,,,,,,,,,,,
268,Gus Weyhing,,,,1888,Jul 31,PHA,,KCC,"W,4-0",,,,,,,,,,,,---,,,,,,,,,,,,,,,,,,,,,,,,,,
269,Ed Seward,,,,1888,Jul 26,PHA,,CIN,"W,12-2",,,,,,,,,,,,---,,,,,,,,,,,,,,,,,,,,,,,,,,
270,Henry Porter,,,,1888,Jun 6,KCC,@,BAL,"W,4-0",,,,,,,,,,,,---,,,,,,,,,,,,,,,,,,,,,,,,,,
271,Adonis Terry,,,,1888,May 27,BRO,,LOU,"W,4-0",,,,,,,,,,,,---,,,,,,,,,,,,,,,,,,,,,,,,,,
272,Matt Kilroy*,,,,1886,Oct 6,BAL,@,PIT,"W,6-0",,,,,,,,,,,,---,,,,,,,,,,,,,,,,,,,,,,,,,,
273,Adonis Terry,,,,1886,Jul 24,BRO,,STL,"W,1-0",,,,,,,,,,,,---,,,,,,,,,,,,,,,,,,,,,,,,,,
274,Al Atkinson,,,,1886,May 1,PHA,,NYP,"W,3-2",,,,,,,,,,,,---,,,,,,,,,,,,,,,,,,,,,,,,,,
275,Charlie Ferguson,,,,1885,Aug 29,PHI,,PRO,"W,1-0",,,,,,,,,,,,---,,,,,,,,,,,,,,,,,,,,,,,,,,
276,John Clarkson,,,,1885,Jul 27,CHC,@,PRO,"W,4-0",,,,,,,,,,,,---,,,,,,,,,,,,,,,,,,,,,,,,,,
277,Sam Kimber,,,,1884,Oct 4,BRO,,TOL,"T,0-0",,,,,,,,,,,,---,,,,,,,,,,,,,,,,,,,,,,,,,,
278,Ed Cushman*,,,,1884,Sep 28,MIL,,WHS,"W,5-0",,,,,,,,,,,,---,,,,,,,,,,,,,,,,,,,,,,,,,,
279,Dick Burns*,,,,1884,Aug 26,COR,@,KCC,"W,3-1",,,,,,,,,,,,---,,,,,,,,,,,,,,,,,,,,,,,,,,
280,Pud Galvin,,,,1884,Aug 4,BUF,@,DTN,"W,18-0",,,,,,,,,,,,---,,,,,,,,,,,,,,,,,,,,,,,,,,
281,Larry Corcoran,,,,1884,Jun 27,CHC,,PRO,"W,6-0",,,,,,,,,,,,---,,,,,,,,,,,,,,,,,,,,,,,,,,
282,Frank Mountain,,,,1884,Jun 5,COL,@,WAS,"W,12-0",,,,,,,,,,,,---,,,,,,,,,,,,,,,,,,,,,,,,,,
283,Ed Morris*,,,,1884,May 29,COL,@,PIT,"W,5-0",,,,,,,,,,,,---,,,,,,,,,,,,,,,,,,,,,,,,,,
284,Al Atkinson,,,,1884,May 24,PHA,,PIT,"W,10-1",,,,,,,,,,,,---,,,,,,,,,,,,,,,,,,,,,,,,,,
285,Hugh Daily,,,,1883,Sep 13,CLV,@,PHI,"W,1-0",,,,,,,,,,,,---,,,,,,,,,,,,,,,,,,,,,,,,,,
286,Old Hoss Radbourn,,,,1883,Jul 25,PRO,@,CLV,"W,8-0",,,,,,,,,,,,---,,,,,,,,,,,,,,,,,,,,,,,,,,
287,Larry Corcoran,,,,1882,Sep 20,CHC,,WOR,"W,5-0",,,,,,,,,,,,---,,,,,,,,,,,,,,,,,,,,,,,,,,
288,Guy Hecker,,,,1882,Sep 19,LOU,@,PIT,"W,3-1",,,,,,,,,,,,---,,,,,,,,,,,,,,,,,,,,,,,,,,
289,Tony Mullane,,,,1882,Sep 11,LOU,@,CIN,"W,2-0",,,,,,,,,,,,---,,,,,,,,,,,,,,,,,,,,,,,,,,
290,Pud Galvin,,,,1880,Aug 20,BUF,,WOR,"W,1-0",,,,,,,,,,,,---,,,,,,,,,,,,,,,,,,,,,,,,,,
291,Larry Corcoran,,,,1880,Aug 19,CHC,,BSN,"W,6-0",,,,,,,,,,,,---,,,,,,,,,,,,,,,,,,,,,,,,,,
292,John Ward,Y,,,1880,Jun 17,PRO,,BUF,"W,5-0",,,,,,,,,,,,---,,,,,,,,,,,,,,,,,,,,,,,,,,
293,Lee Richmond*,Y,,,1880,Jun 12,WOR,,CLV,"W,1-0",,,,,,,,,,,,---,,,,,,,,,,,,,,,,,,,,,,,,,,
294,George Bradley,,,,1876,Jul 15,STL,,HAR,"W,2-0",,,,,,,,,,,,---,,,,,,,,,,,,,,,,,,,,,,,,,,
295,Joe Borden,,,,1875,Jul 28,PHI,,CHI,"W,4-0",,,,,,,,,,,,---,,,,,,,,,,,,,,,,,,,,,,,,,,
